"","Squad","Comp","Player","Nation","Pos","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","On_minus_Off_Team.Success..xG"
"1932","Mallorca","La Liga","Ludwig Augustinsson","SWE","DF",4,3,13,3,3,6,25,18,32,44,64,1,5,10,42,2,3,3,5,46,6,9
"1933","Mallorca","La Liga","Iddrisu Baba","GHA","MF,DF",70,65,52,65,66,68,43,70,69,54,70,57,41,65,15,29,20,45,65,14,29,32
"1934","Mallorca","La Liga","Rodrigo Battaglia","ARG","MF",29,28,30,27,28,33,32,37,64,17,80,62,18,19,48,44,51,13,29,19,9,9
"1935","Mallorca","La Liga","Copete","ESP","DF",66,79,85,79,79,84,63,81,12,17,70,53,55,71,25,42,44,55,78,10,29,28
"1936","Mallorca","La Liga","Jaume Costa","ESP","DF",81,90,91,90,91,91,72,88,22,98,34,57,73,82,38,49,72,63,87,7,28,16
"1937","Mallorca","La Liga","Braian Cufré","ARG","DF",5,7,26,7,7,11,100,37,32,13,89,16,9,5,59,59,66,11,1,72,98,100
"1939","Mallorca","La Liga","Iñigo Ruiz de Galarreta","ESP","MF",73,86,93,86,87,87,92,89,22,1,20,62,71,68,66,61,94,68,67,61,58,99
"1941","Mallorca","La Liga","Giovanni González","URU","DF",26,37,63,37,37,36,89,60,50,79,92,62,38,22,73,74,90,28,22,62,62,89
"1943","Mallorca","La Liga","Clément Grenier","FRA","MF",46,29,14,29,29,26,25,28,93,44,91,62,30,31,48,44,52,21,34,22,15,16
"1944","Mallorca","La Liga","Dennis Hadzikadunic","BIH","DF",12,24,83,24,24,30,76,52,12,63,77,56,30,34,42,35,39,20,27,31,22,28
"1947","Mallorca","La Liga","Tino Kadewere","ZIM","FW,MF",29,22,17,21,22,22,9,18,78,59,83,43,27,19,63,65,77,17,17,50,47,68
"1948","Mallorca","La Liga","Lee Kangin","KOR","MF,FW",96,95,85,95,95,96,72,75,32,82,20,48,76,82,48,53,92,72,83,25,45,96
"1951","Mallorca","La Liga","Pablo Maffeo","ESP","DF",93,98,97,98,98,98,89,99,12,82,20,44,75,91,15,40,18,72,93,7,31,11
"1955","Mallorca","La Liga","Manu Morlanes","ESP","MF",19,26,48,26,26,33,36,18,32,17,70,49,30,28,54,49,59,21,23,43,40,59
"1956","Mallorca","La Liga","Vedat Muriqi","KVX","FW",93,97,96,97,97,98,85,84,12,93,20,54,76,86,33,48,81,71,91,10,35,45
"1957","Mallorca","La Liga","Matija Nastasić","SRB","DF",26,37,61,36,37,39,76,64,41,24,80,44,30,36,38,37,41,20,35,21,19,21
"1958","Mallorca","La Liga","Abdón Prats","ESP","FW,MF",58,15,1,15,16,11,4,18,100,13,87,46,18,19,48,35,40,13,15,46,36,53
"1962","Mallorca","La Liga","Ángel Rodríguez","ESP","FW,MF",32,15,4,15,15,11,15,18,91,28,94,10,12,13,48,34,38,15,13,56,54,77
"1963","Mallorca","La Liga","Dani Rodríguez","ESP","MF",93,76,50,75,76,81,29,37,74,63,20,42,58,71,28,43,49,49,78,7,22,11
"1965","Mallorca","La Liga","Franco Russo","ARG","DF",3,4,33,4,4,11,29,18,12,1,89,29,2,5,48,9,10,1,4,46,8,12
"1966","Mallorca","La Liga","Antonio Sánchez","ESP","MF,DF",81,43,15,43,43,43,12,28,98,33,64,45,22,52,11,13,7,33,38,35,40,61
"1968","Manchester City","Premier League","Manuel Akanji","SUI","DF",73,83,87,81,84,80,92,93,50,93,34,99,99,63,99,97,47,97,57,99,97,47
"1969","Manchester City","Premier League","Nathan Aké","NED","DF",62,71,73,69,71,74,68,84,41,24,59,95,96,42,99,98,77,94,42,99,99,77
"1970","Manchester City","Premier League","Julián Álvarez","ARG","FW,MF",81,58,31,56,58,49,81,64,96,44,70,98,86,45,94,94,26,78,44,92,93,15
"1971","Manchester City","Premier League","João Cancelo","POR","DF",35,51,79,50,51,58,51,70,12,59,52,95,85,42,94,96,42,67,29,91,94,20
"1974","Manchester City","Premier League","Kevin De Bruyne","BEL","MF",85,88,81,85,88,90,76,84,41,44,52,96,99,63,100,98,71,99,53,100,99,95
"1976","Manchester City","Premier League","Rúben Dias","POR","DF",62,75,83,73,75,74,89,89,41,59,70,99,99,45,100,99,97,95,45,99,98,76
"1978","Manchester City","Premier League","Phil Foden","ENG","FW",85,70,48,68,70,74,47,73,78,21,34,96,94,45,98,98,53,89,45,97,96,26
"1980","Manchester City","Premier League","Sergio Gómez","ESP","DF,MF",21,13,9,13,14,11,76,28,78,33,96,99,18,16,54,44,2,15,14,52,44,1
"1981","Manchester City","Premier League","Jack Grealish","ENG","FW",70,77,75,75,77,77,72,73,50,87,64,99,99,45,100,99,94,97,37,100,99,97
"1982","Manchester City","Premier League","İlkay Gündoğan","GER","MF",81,85,81,83,85,87,81,86,41,21,73,98,99,55,100,99,94,99,53,100,99,99
"1983","Manchester City","Premier League","Erling Haaland","NOR","FW",96,96,87,94,96,98,72,92,22,54,34,97,100,71,100,99,97,100,65,100,99,96
"1985","Manchester City","Premier League","Aymeric Laporte","ESP","DF",21,40,95,39,40,43,94,70,12,24,92,97,60,28,86,90,14,54,30,84,87,9
"1986","Manchester City","Premier League","Rico Lewis","ENG","DF,MF",26,36,61,35,36,39,68,56,41,48,98,96,53,22,85,90,15,55,20,89,97,46
"1987","Manchester City","Premier League","Riyad Mahrez","ALG","FW,MF",77,73,60,71,73,74,59,73,69,44,77,99,95,63,96,95,21,92,49,98,97,42
"1991","Manchester City","Premier League","Cole Palmer","ENG","MF,FW",26,14,7,14,15,11,100,37,85,24,94,99,12,10,54,45,2,12,17,37,18,0
"1993","Manchester City","Premier League","Kalvin Phillips","ENG","MF",21,12,6,11,12,11,100,37,78,10,92,99,5,8,48,28,1,8,12,43,23,0
"1995","Manchester City","Premier League","Rodri","ESP","MF",98,98,91,97,98,99,81,95,22,3,34,98,100,71,100,98,93,100,65,100,98,94
"1996","Manchester City","Premier League","Bernardo Silva","POR","MF,FW",93,81,61,80,81,80,81,84,78,24,59,97,98,65,99,97,38,96,61,98,95,14
"1997","Manchester City","Premier League","John Stones","ENG","DF,MF",52,70,89,68,70,71,81,84,22,87,70,99,96,48,98,98,63,94,35,100,99,93
"1998","Manchester City","Premier League","Kyle Walker","ENG","DF",66,74,75,72,74,74,81,88,50,38,64,97,97,55,98,97,46,93,53,98,97,32
"2000","Manchester Utd","Premier League","Antony","BRA","FW",58,69,73,67,69,77,43,56,22,84,20,84,75,57,82,74,52,81,67,83,75,36
"2001","Manchester Utd","Premier League","Donny van de Beek","NED","MF",10,5,5,5,5,11,4,18,50,10,59,76,12,8,59,59,31,6,2,61,79,53
"2005","Manchester Utd","Premier League","Casemiro","BRA","MF",70,79,81,77,80,80,81,88,41,54,20,92,86,57,91,82,86,94,69,95,91,98
"2006","Manchester Utd","Premier League","Diogo Dalot","POR","DF",62,80,95,78,80,80,94,92,22,13,70,79,79,84,48,52,7,88,86,71,63,5
"2008","Manchester Utd","Premier League","Anthony Elanga","SWE","FW",32,16,8,16,17,22,6,18,82,10,85,93,27,5,78,94,92,27,11,78,95,90
"2009","Manchester Utd","Premier League","Christian Eriksen","DEN","MF",70,77,75,74,77,81,59,60,32,17,34,93,80,68,82,72,46,86,69,88,79,56
"2011","Manchester Utd","Premier League","Fred","BRA","MF",96,50,17,49,50,46,36,56,100,24,52,88,66,60,66,64,33,72,60,80,76,45
"2012","Manchester Utd","Premier League","Alejandro Garnacho","ESP","FW,MF",41,23,10,22,23,22,4,18,91,48,80,91,48,36,70,76,57,48,20,85,99,98
"2019","Manchester Utd","Premier League","Victor Lindelöf","SWE","DF",44,54,66,52,54,52,100,77,56,33,83,87,75,45,88,88,87,85,55,92,95,96
"2020","Manchester Utd","Premier League","Harry Maguire","ENG","DF",32,31,33,30,31,33,100,64,69,3,92,99,46,19,82,89,85,52,28,84,92,88
"2022","Manchester Utd","Premier League","Tyrell Malacia","NED","DF",49,55,58,53,55,52,76,70,69,75,92,90,62,39,82,78,62,75,52,88,86,78
"2023","Manchester Utd","Premier League","Anthony Martial","FRA","FW",46,39,31,38,39,43,12,18,78,79,20,94,48,22,82,84,76,59,36,84,87,79
"2024","Manchester Utd","Premier League","Lisandro Martínez","ARG","DF",66,79,85,77,79,80,89,89,32,9,20,83,84,83,66,62,16,86,82,75,65,8
"2025","Manchester Utd","Premier League","Scott McTominay","SCO","MF",55,47,33,45,47,39,81,60,91,54,45,90,50,55,42,45,13,53,60,33,39,3
"2027","Manchester Utd","Premier League","Marcus Rashford","ENG","FW",96,98,93,96,98,96,85,89,32,96,20,85,94,90,84,69,19,98,96,87,72,5
"2028","Manchester Utd","Premier League","Cristiano Ronaldo","POR","FW",16,21,40,20,21,19,81,43,56,87,45,85,22,22,48,40,14,17,14,57,58,16
"2029","Manchester Utd","Premier League","Marcel Sabitzer","AUT","MF",19,25,47,24,26,30,63,37,41,17,34,77,35,19,73,79,63,37,29,65,67,28
"2030","Manchester Utd","Premier League","Jadon Sancho","ENG","FW,MF",62,65,61,63,65,71,36,48,50,79,59,86,76,50,87,81,76,88,66,91,86,84
"2031","Manchester Utd","Premier League","Luke Shaw","ENG","DF",81,91,93,89,92,93,76,96,12,98,59,77,91,86,82,69,30,94,90,83,70,7
"2033","Manchester Utd","Premier League","Raphaël Varane","FRA","DF",55,72,89,70,73,74,81,84,22,59,70,87,73,60,78,69,39,82,71,81,72,26
"2034","Manchester Utd","Premier League","Aaron Wan-Bissaka","ENG","DF",41,57,81,55,57,58,89,75,32,21,73,94,73,28,92,92,96,85,52,93,95,97
"2035","Manchester Utd","Premier League","Wout Weghorst","NED","FW,MF",35,32,31,31,33,39,17,43,64,33,52,73,35,31,59,59,28,43,39,60,60,16
"2037","Marseille","Ligue 1","Eric Bailly","CIV","DF",32,20,12,20,20,22,12,28,82,33,73,94,27,25,54,47,9,29,20,68,75,31
"2039","Marseille","Ligue 1","Leonardo Balerdi","ARG","DF",93,92,81,91,92,91,72,96,50,93,34,87,95,80,94,83,39,95,84,91,80,20
"2043","Marseille","Ligue 1","Jonathan Clauss","FRA","DF",90,91,83,90,91,95,59,84,22,84,20,90,96,73,95,88,79,95,82,92,82,37
"2044","Marseille","Ligue 1","Bamba Dieng","SEN","FW,MF",16,6,2,6,6,6,51,18,74,13,34,85,22,8,70,96,84,14,4,71,98,93
"2046","Marseille","Ligue 1","Gerson","BRA","MF",16,16,24,16,16,26,10,18,41,7,52,96,30,13,73,88,58,18,10,67,77,36
"2047","Marseille","Ligue 1","Samuel Gigot","FRA","DF",62,71,73,71,72,80,43,80,22,84,34,90,87,55,92,88,65,89,59,93,89,84
"2048","Marseille","Ligue 1","Mattéo Guendouzi","FRA","MF",85,76,58,75,76,80,43,73,69,59,52,90,85,63,88,80,30,86,73,86,76,18
"2049","Marseille","Ligue 1","Pape Gueye","SEN","MF,DF",26,19,15,19,19,19,40,37,78,38,52,91,41,13,82,96,88,33,14,79,95,83
"2050","Marseille","Ligue 1","Amine Harit","MAR","MF,FW",16,20,39,20,20,26,29,28,41,44,20,75,22,13,63,65,20,28,20,66,72,27
"2051","Marseille","Ligue 1","Luis Javier Suárez","COL","FW",10,11,24,11,12,11,68,18,50,72,77,96,27,5,78,99,95,16,10,64,77,36
"2052","Marseille","Ligue 1","Issa Kaboré","BFA","DF",46,38,28,38,38,33,47,48,88,67,89,92,58,28,85,89,67,56,24,88,95,90
"2053","Marseille","Ligue 1","Sead Kolašinac","BIH","DF",85,79,63,79,80,81,59,77,64,38,20,90,94,57,96,93,95,93,66,95,91,92
"2056","Marseille","Ligue 1","Ruslan Malinovskyi","UKR","MF,FW",41,47,52,46,47,46,51,43,64,87,20,80,62,48,76,74,26,61,38,84,84,58
"2057","Marseille","Ligue 1","Chancel Mbemba","COD","DF",96,96,87,95,96,95,85,97,41,72,34,90,97,82,95,85,50,97,88,92,81,17
"2061","Marseille","Ligue 1","Azzedine Ounahi","MAR","MF,FW",10,3,1,3,3,6,2,18,56,13,34,93,5,5,54,24,4,7,6,56,50,9
"2062","Marseille","Ligue 1","Dimitri Payet","FRA","MF,FW",55,34,15,34,34,36,13,28,93,28,77,87,71,36,89,97,92,48,28,80,84,58
"2063","Marseille","Ligue 1","Valentin Rongier","FRA","MF",98,99,96,99,99,99,89,98,22,92,20,87,97,88,93,79,2,98,92,93,80,3
"2065","Marseille","Ligue 1","Alexis Sánchez","CHI","FW,MF",93,93,83,92,93,95,59,73,32,96,45,87,95,73,95,87,69,97,82,95,85,72
"2066","Marseille","Ligue 1","Nuno Tavares","POR","DF,MF",77,84,83,84,85,77,92,88,64,96,34,82,90,79,87,76,12,91,81,88,76,12
"2068","Marseille","Ligue 1","Cengiz Ünder","TUR","MF,DF",98,87,64,87,88,87,63,77,74,54,34,87,95,71,95,89,82,94,71,95,87,81
"2069","Marseille","Ligue 1","Jordan Veretout","FRA","MF",99,96,79,95,96,93,85,95,64,75,20,88,97,79,95,86,69,98,85,95,84,70
"2070","Marseille","Ligue 1","Vitinha","POR","FW",24,17,14,17,17,22,8,28,69,24,52,66,24,19,59,59,14,32,9,82,99,97
"2071","Milan","Serie A","Yacine Adli","FRA","MF,FW",8,4,5,4,4,6,6,18,50,28,100,41,9,10,48,9,3,6,6,53,35,7
"2073","Milan","Serie A","Fodé Ballo-Touré","SEN","DF",16,21,39,21,21,22,100,52,50,21,98,80,22,22,48,40,11,24,19,61,64,25
"2074","Milan","Serie A","Ismaël Bennacer","ALG","MF",70,76,73,75,76,80,55,77,41,72,34,81,87,57,92,85,82,84,62,89,81,68
"2076","Milan","Serie A","Davide Calabria","ITA","DF",55,62,64,62,62,68,47,70,41,17,52,74,82,65,85,79,56,71,51,85,79,58
"2077","Milan","Serie A","Charles De Ketelaere","BEL","MF,FW",81,44,15,44,44,36,17,18,99,54,64,77,50,50,54,52,14,53,41,74,71,33
"2078","Milan","Serie A","Sergiño Dest","USA","DF",12,13,23,13,13,11,19,28,56,88,73,72,32,19,70,86,70,17,14,59,62,24
"2079","Milan","Serie A","Brahim Díaz","ESP","MF,FW",85,71,48,70,71,84,13,28,56,79,59,81,84,57,89,82,71,82,53,91,86,86
"2080","Milan","Serie A","Alessandro Florenzi","ITA","DF",5,6,20,6,6,11,32,28,32,28,77,29,5,2,59,59,26,8,3,63,81,58
"2081","Milan","Serie A","Matteo Gabbia","ITA","DF",21,24,37,24,24,26,89,52,56,24,98,86,35,39,42,35,8,29,26,56,55,14
"2082","Milan","Serie A","Olivier Giroud","FRA","FW",85,77,60,76,77,80,51,64,69,59,45,82,88,65,90,81,72,83,60,89,81,67
"2084","Milan","Serie A","Zlatan Ibrahimović","SWE","FW",4,4,18,4,4,6,40,18,32,63,52,29,12,10,54,27,8,8,5,59,69,35
"2086","Milan","Serie A","Pierre Kalulu","FRA","DF",93,91,79,90,91,84,92,97,69,88,34,78,93,92,76,65,5,92,85,85,72,12
"2087","Milan","Serie A","Simon Kjær","DEN","DF",35,40,50,40,41,46,36,48,50,63,92,81,38,19,76,76,47,37,32,60,59,15
"2088","Milan","Serie A","Rade Krunić","BIH","MF",49,62,73,62,62,61,72,70,50,91,64,92,80,48,91,89,86,73,54,85,80,59
"2090","Milan","Serie A","Rafael Leão","POR","FW,MF",93,85,68,84,85,87,51,75,64,84,20,88,95,79,94,85,89,92,72,92,83,84
"2092","Milan","Serie A","Junior Messias","BRA","FW,DF",55,56,50,56,56,64,22,43,56,82,59,78,77,50,88,87,78,61,40,82,78,54
"2095","Milan","Serie A","Divock Origi","BEL","FW",66,41,19,41,42,39,24,37,96,38,52,72,43,36,63,62,23,44,35,69,67,25
"2096","Milan","Serie A","Tommaso Pobega","ITA","MF",38,35,33,35,35,36,63,52,74,21,93,87,46,34,70,70,38,39,26,73,73,40
"2097","Milan","Serie A","Ante Rebić","CRO","FW,MF",52,39,25,39,39,39,29,37,88,44,64,77,50,31,78,79,55,43,34,69,68,28
"2098","Milan","Serie A","Alexis Saelemaekers","BEL","FW,DF",73,55,33,55,55,52,17,18,93,84,34,73,55,45,70,66,26,61,44,80,75,42
"2100","Milan","Serie A","Malick Thiaw","GER","DF",41,51,64,50,51,52,68,70,50,63,89,85,53,31,80,77,50,62,34,87,86,79
"2101","Milan","Serie A","Fikayo Tomori","ENG","DF",85,94,95,93,94,95,81,97,12,88,34,87,97,75,96,88,99,96,79,94,83,95
"2102","Milan","Serie A","Sandro Tonali","ITA","MF",90,93,87,92,93,91,89,93,41,67,45,80,93,86,86,73,22,94,82,90,77,47
"2104","Milan","Serie A","Aster Vranckx","BEL","MF",14,9,8,9,9,11,68,28,64,9,98,92,14,8,63,73,44,11,6,63,77,52
"2105","Monaco","Ligue 1","Ruben Aguilar","FRA","DF",41,44,47,43,44,49,40,56,56,38,64,91,46,52,38,40,11,49,43,63,62,33
"2106","Monaco","Ligue 1","Maghnes Akliouche","FRA","MF,FW",16,15,20,15,15,22,8,18,50,28,93,90,18,8,66,76,59,21,13,65,75,62
"2107","Monaco","Ligue 1","Benoît Badiashile","FRA","DF",19,34,81,34,34,36,89,64,22,75,45,67,58,42,76,79,65,41,40,52,52,20
"2108","Monaco","Ligue 1","Eliesse Ben Seghir","FRA","FW,MF",38,40,45,40,40,46,22,18,56,84,45,85,60,50,70,68,45,46,28,78,79,74
"2109","Monaco","Ligue 1","Wissam Ben Yedder","FRA","FW",81,76,61,76,76,87,29,64,41,59,59,69,93,87,86,77,70,86,79,79,69,51
"2110","Monaco","Ligue 1","Myron Boadu","NED","FW",21,11,6,11,12,15,12,28,74,9,89,78,22,16,59,59,33,21,11,70,89,88
"2111","Monaco","Ligue 1","Mohamed Camara","MLI","MF",70,79,79,78,79,80,68,81,41,93,34,83,94,89,86,76,69,88,80,81,71,60
"2112","Monaco","Ligue 1","Krépin Diatta","SEN","MF,FW",81,78,64,77,78,74,63,64,74,88,52,73,92,87,82,72,52,90,76,87,78,85
"2114","Monaco","Ligue 1","Edan Diop","FRA","DF,MF",8,6,11,5,6,6,2,18,50,79,73,41,18,8,66,90,83,13,11,59,66,46
"2116","Monaco","Ligue 1","Axel Disasi","FRA","DF",99,100,100,100,100,100,94,100,12,44,20,78,99,99,87,71,21,99,98,85,69,9
"2117","Monaco","Ligue 1","Breel Embolo","SUI","FW",81,70,50,69,70,66,59,73,85,72,20,79,87,80,80,72,52,78,75,72,64,33
"2118","Monaco","Ligue 1","Youssouf Fofana","FRA","MF",96,99,98,99,99,99,89,99,12,98,20,82,99,96,92,79,99,98,95,89,74,97
"2119","Monaco","Ligue 1","Aleksandr Golovin","RUS","MF,FW",93,89,73,89,89,91,51,60,50,96,20,77,97,86,94,84,97,94,83,89,78,93
"2120","Monaco","Ligue 1","Ismail Jakobs","SEN","DF,FW",85,45,15,45,45,36,63,60,100,28,52,72,53,77,15,19,3,55,60,39,44,10
"2122","Monaco","Ligue 1","Jean Lucas","BRA","MF",8,11,34,11,11,15,81,37,32,10,70,17,14,13,54,41,19,17,15,55,52,25
"2124","Monaco","Ligue 1","Guillermo Maripán","CHI","DF",58,78,95,77,78,80,81,90,12,67,64,86,93,79,92,84,92,89,80,84,73,69
"2125","Monaco","Ligue 1","Gelson Martins","POR","MF,FW",19,13,11,13,13,15,36,18,69,21,77,94,30,16,70,86,76,19,16,56,55,28
"2126","Monaco","Ligue 1","Eliot Matazo","BEL","MF",52,47,37,47,48,49,40,60,78,44,83,73,58,57,54,52,21,54,53,57,57,24
"2127","Monaco","Ligue 1","Chrislain Matsima","FRA","DF",12,17,45,17,18,22,55,43,32,24,73,56,18,28,33,15,4,21,15,61,67,46
"2128","Monaco","Ligue 1","Takumi Minamino","JPN","MF,FW",35,27,22,27,27,36,6,18,69,33,96,87,41,25,73,79,64,36,26,70,73,61
"2131","Monaco","Ligue 1","Malang Sarr","FRA","DF",24,29,44,29,29,33,55,56,50,28,87,86,32,39,38,33,9,34,28,61,63,37
"2132","Monaco","Ligue 1","Caio Henrique Oliveira Silva","BRA","DF",93,96,95,96,96,95,92,97,32,87,34,77,98,93,92,79,95,97,94,87,72,78
"2133","Monaco","Ligue 1","Vanderson","BRA","DF,MF",77,80,71,79,80,77,72,80,64,90,34,80,96,84,92,85,94,89,82,81,70,56
"2134","Monaco","Ligue 1","Kevin Volland","GER","FW,MF",32,26,22,26,26,30,15,18,74,38,64,75,38,31,63,64,39,32,24,65,67,47
"2138","Montpellier","Ligue 1","Matis Carvalho","POR","GK",1,3,66,3,3,6,100,28,12,98,64,65,9,8,54,26,19,3,4,52,31,42
"2139","Montpellier","Ligue 1","Joris Chotard","FRA","MF",93,86,70,86,86,81,85,84,74,63,45,54,94,94,76,66,80,88,96,20,40,63
"2140","Montpellier","Ligue 1","Nicolas Cozza","FRA","DF",35,51,79,51,51,52,89,77,32,33,34,17,60,77,22,30,12,49,68,14,21,17
"2142","Montpellier","Ligue 1","Sepe Elye Wahi","FRA","FW",85,88,81,88,88,90,63,67,41,96,20,48,91,93,63,60,54,83,93,21,41,69
"2143","Montpellier","Ligue 1","Maxime Estève","FRA","DF",49,61,71,60,61,61,81,80,50,48,59,34,60,75,25,37,16,57,84,7,15,6
"2144","Montpellier","Ligue 1","Khalil Fayad","FRA","MF",55,29,10,29,29,30,17,37,96,21,77,44,50,42,66,68,67,30,38,31,27,31
"2146","Montpellier","Ligue 1","Jordan Ferri","FRA","MF",90,95,93,94,95,96,76,90,12,79,20,44,95,97,63,59,53,91,97,31,48,96
"2147","Montpellier","Ligue 1","Valère Germain","FRA","FW,MF",77,27,4,27,27,22,5,18,100,24,64,41,43,36,63,63,59,30,35,37,33,44
"2151","Montpellier","Ligue 1","Bingourou Kamara","SEN","GK",5,16,93,16,16,19,100,48,12,99,98,1,18,31,28,8,4,14,26,25,4,4
"2152","Montpellier","Ligue 1","Wahbi Khazri","TUN","FW,MF",66,64,54,63,64,68,29,52,64,82,45,53,76,75,66,63,61,64,74,28,41,60
"2155","Montpellier","Ligue 1","Léo Leroy","FRA","MF",62,46,25,45,46,49,22,37,88,33,70,45,53,50,59,59,50,46,56,26,31,39
"2157","Montpellier","Ligue 1","Béni Makouana","CGO","FW,MF",12,6,6,6,6,6,2,18,64,54,70,37,12,8,59,59,50,8,8,51,34,47
"2158","Montpellier","Ligue 1","Faitout Maouassa","FRA","FW,DF",85,71,48,70,71,74,29,48,78,79,20,48,86,87,63,60,55,71,87,15,31,33
"2159","Montpellier","Ligue 1","Stephy Mavididi","ENG","FW",58,50,36,50,50,52,24,37,82,72,34,46,62,65,48,49,38,55,66,25,33,41
"2161","Montpellier","Ligue 1","Arnaud Nordin","FRA","FW",96,84,63,84,84,91,40,60,56,67,34,48,93,91,80,68,88,84,90,37,50,89
"2163","Montpellier","Ligue 1","Falaye Sacko","MLI","DF",93,90,75,89,90,90,85,93,56,21,52,50,97,94,85,72,96,90,98,14,37,44
"2164","Montpellier","Ligue 1","Théo Sainte-Luce","FRA","DF",12,18,47,17,18,26,22,43,22,44,45,65,46,36,66,74,74,25,25,48,41,58
"2165","Montpellier","Ligue 1","Mamadou Sakho","FRA","DF",29,31,37,31,31,30,43,28,69,82,94,32,48,55,38,34,22,32,35,41,40,57
"2167","Montpellier","Ligue 1","Arnaud Souquet","FRA","DF,FW",21,14,10,14,14,15,10,18,74,38,64,41,22,25,42,23,14,17,22,37,18,22
"2170","Montpellier","Ligue 1","Enzo Tchato","CMR","DF",46,44,39,44,44,43,68,56,78,44,83,19,38,71,11,11,3,37,53,19,24,24
"2172","Monza","Serie A","Valentin Antov","BUL","DF",12,11,18,11,12,11,40,28,56,67,99,29,22,19,54,42,36,10,7,58,61,65
"2173","Monza","Serie A","Andrea Barberis","ITA","MF",14,13,19,13,13,15,40,37,56,38,99,35,14,25,33,8,5,13,14,46,33,26
"2174","Monza","Serie A","Samuele Birindelli","ITA","DF",77,54,30,54,55,52,19,48,95,75,70,65,48,60,28,37,23,52,63,26,36,21
"2176","Monza","Serie A","Luca Caldirola","ITA","DF",77,83,79,82,83,84,68,84,41,87,59,75,82,73,80,69,91,77,77,64,59,79
"2177","Monza","Serie A","Gianluca Caprari","ITA","MF,FW",98,86,63,85,86,95,25,52,50,88,20,59,77,89,25,43,15,76,81,43,52,52
"2178","Monza","Serie A","Andrea Carboni","ITA","DF",4,5,24,5,5,6,100,28,32,72,92,1,9,19,33,1,1,4,9,41,4,3
"2181","Monza","Serie A","Patrick Ciurria","ITA","DF,MF",96,94,81,93,94,93,81,92,50,67,45,62,89,80,84,70,98,88,89,60,57,84
"2183","Monza","Serie A","Andrea Colpani","ITA","MF",62,36,14,35,36,36,7,18,96,44,77,49,46,28,76,77,86,37,31,61,61,68
"2185","Monza","Serie A","Marco D'Alessandro","ITA","DF,FW",12,11,17,11,11,15,17,28,50,33,98,65,12,19,38,9,6,11,11,54,47,46
"2187","Monza","Serie A","Giulio Donati","ITA","DF",12,16,40,16,17,19,32,37,41,88,93,29,12,19,38,20,13,13,12,53,49,49
"2190","Monza","Serie A","Christian Gytkjær","DEN","FW,MF",49,22,6,22,22,15,22,28,97,33,92,29,30,19,66,70,73,33,20,72,81,92
"2191","Monza","Serie A","Armando Izzo","ITA","DF",73,87,95,87,88,90,85,89,12,2,20,80,87,63,90,79,99,80,79,66,60,85
"2192","Monza","Serie A","Pablo Marí","ESP","DF",73,87,95,87,87,87,85,96,22,92,34,62,84,82,70,63,77,80,86,41,51,49
"2194","Monza","Serie A","Marlon","BRA","DF",66,62,50,62,62,64,40,70,74,72,64,55,46,71,15,27,9,56,67,26,39,22
"2196","Monza","Serie A","Salvatore Molina","ITA","DF",5,8,30,8,8,6,55,18,41,94,45,1,5,16,33,3,2,6,10,43,15,9
"2197","Monza","Serie A","Dany Mota","POR","FW,MF",70,71,63,70,71,68,59,56,69,90,45,68,71,55,80,71,88,61,70,30,44,30
"2198","Monza","Serie A","Pepín","EQG","MF",55,45,30,45,45,43,29,43,88,67,87,59,38,50,28,34,20,44,50,37,42,33
"2199","Monza","Serie A","Matteo Pessina","ITA","MF",93,97,96,97,97,98,81,96,12,84,34,66,90,89,73,63,92,90,92,55,56,82
"2200","Monza","Serie A","Andrea Petagna","ITA","FW",77,63,42,63,63,66,24,37,82,75,45,49,62,77,25,37,20,60,68,32,44,32
"2202","Monza","Serie A","Filippo Ranocchia","ITA","MF",26,21,19,21,21,22,10,28,74,63,96,50,22,25,42,32,25,18,20,46,40,35
"2203","Monza","Serie A","Nicolò Rovella","ITA","MF",55,64,68,64,64,68,43,64,41,91,34,76,75,42,89,85,98,62,52,74,67,86
"2204","Monza","Serie A","Stefano Sensi","ITA","MF",70,63,48,62,63,71,24,48,64,54,59,55,50,68,22,35,16,54,60,35,45,35
"2206","Monza","Serie A","Mattia Valoti","ITA","MF,FW",32,17,8,17,18,19,24,18,85,21,96,42,18,19,48,37,31,15,20,37,25,16
"2210","Nantes","Ligue 1","Dennis Appiah","FRA","DF,MF",29,32,40,32,32,36,43,43,56,33,20,19,27,45,22,18,27,28,33,39,39,54
"2213","Nantes","Ligue 1","Ludovic Blas","FRA","MF,FW",98,95,81,94,95,91,85,89,64,87,34,22,77,87,33,47,99,88,92,42,52,99
"2214","Nantes","Ligue 1","Jean-Charles Castelletto","CMR","DF",81,90,89,89,90,91,81,97,22,13,45,24,69,92,9,31,45,76,91,13,36,41
