"","Squad_1","Squad_2","Comp_1","Comp_2","Player","Mins_Per_90","CrdY","CrdR","X2CrdY","Fls","Fld","Off","Crs","Int","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial"
"593","Chelsea","Roma","Premier League","Serie A","Davide Zappacosta",-4,0,0,0,-7,-11.5,13,10,5,-5,0,0,0,-4.5,-33,0.5,-77
"594","Roma","Genoa","Serie A","Serie A","Davide Zappacosta",49,44,0,0,52,49,12,23,26,38,0,0,0,50,49,17,63
"595","Genoa","Atalanta","Serie A","Serie A","Davide Zappacosta",-5.5,16,0,0,0.5,1,-9.5,-2.5,-14,7.5,6,0,0,-7,-31,-2.5,-54
"596","Hertha BSC","Werder Bremen","Bundesliga","Bundesliga","Davie Selke",-16.7,8.6,0,0,-16.6,-11.5,7.2,-1.9,-5.2,-12.9,-6.59999999999999,0,0,-4,-2.8,-3.90000000000001,1.5
"597","Werder Bremen","Köln","Bundesliga","Bundesliga","Davie Selke",7.5,-17,0,0,-5,-5.5,1,1.5,-4,-5.5,0,0,0,-2,6,2.5,14.5
"598","Everton","Werder Bremen","Premier League","Bundesliga","Davy Klaassen",50.6666666666667,49.6666666666667,0,0,41.3333333333333,45,-3,19.6666666666667,51.3333333333333,52.6666666666667,7.33333333333333,0,1.66666666666667,51.3333333333333,37.6666666666667,44,-6.66666666666667
"599","Sampdoria","Düsseldorf","Serie A","Bundesliga","Dawid Kownacki",12,43,0,0,8.5,23.5,9,5,17.5,11.5,-10,0,0,19.5,14.5,20.5,-8.5
"600","RB Leipzig","Bayern Munich","Bundesliga","Bundesliga","Dayot Upamecano",6.25,-0.75,0,-3,3.75,9.25,9,5.75,-7,9.75,0,1.75,0,9,-3,8.25,-16.75
"601","Sheffield Utd","Manchester Utd","Premier League","Premier League","Dean Henderson",-53,12,0,0,0,-11,0,0,-8,6,0,0,0,-12,-22,0,0
"602","Manchester Utd","Nott'ham Forest","Premier League","Premier League","Dean Henderson",15,-12,0,0,6,6,0,0,0,-6,0,14,0,2,-24,0,0
"603","Atalanta","Parma","Serie A","Serie A","Dejan Kulusevski",85,44,0,0,74,76,42,50,63,47,10,0,0,87,33,44,7
"604","Parma","Juventus","Serie A","Serie A","Dejan Kulusevski",-42.5,0,0,0,-12,-25.5,-5.5,-18.5,-31,-10.5,-10,0,0,-38.5,-0.5,-9.5,10.5
"605","Juventus","Tottenham","Serie A","Premier League","Dejan Kulusevski",9.5,-6,0,0,-9.5,3.5,-1.5,10.5,14,-3,0,7,0,15.5,-22.5,-26,-10.5
"606","Liverpool","Lyon","Premier League","Ligue 1","Dejan Lovren",5.33333333333334,2,0,0,7.66666666666666,16,-6,13.3333333333333,13,18.3333333333333,-3.33333333333333,9.33333333333333,0,17.6666666666667,-5.33333333333333,-17,4.66666666666667
"607","Tottenham","Everton","Premier League","Premier League","Dele Alli",-45.7,-12.8,0,0,-35.8,-45.2,-18.5,-31.1,-31.3,-47.5,-4,0,0,-49,-28,-37.2,7
"608","Leicester City","Leverkusen","Premier League","Bundesliga","Demarai Gray",-31.3333333333333,-27.3333333333333,0,0,-9.33333333333334,-32,-16.3333333333333,-9.66666666666667,-12.3333333333333,-30,-6.66666666666667,0,0,-38.6666666666667,-26,-34,-5.66666666666667
"609","Leverkusen","Everton","Bundesliga","Premier League","Demarai Gray",59,44,0,0,34.5,59.5,23.5,24,25,53,0,0,0,50.5,34,57,3.5
"610","Nîmes","Saint-Étienne","Ligue 1","Ligue 1","Denis Bouanga",-5.66666666666667,-1.66666666666667,3.66666666666667,0,5.66666666666667,9.66666666666667,4,5.66666666666667,-13.6666666666667,-4,3.33333333333333,0,1.66666666666667,-6.66666666666667,17.3333333333333,-1,22.3333333333333
"611","Villarreal","Valencia","La Liga","La Liga","Denis Cheryshev",4.25,6.75,0,0,6.5,-2.75,-4,10.5,-5,-6.75,-5,3.5,0,6,2.5,8,-6.75
"612","Barcelona","Celta Vigo","La Liga","La Liga","Denis Suárez",66.3333333333333,44.6666666666667,0,0,66.6666666666667,58.5,12,48.3333333333333,46.6666666666667,50.3333333333333,3.33333333333333,4.66666666666667,0,63.5,29.8333333333333,39.5,-44.1666666666667
"613","Celta Vigo","Espanyol","La Liga","La Liga","Denis Suárez",-44.3333333333333,-21.6666666666667,0,0,-35.6666666666667,-35,-12,-18.3333333333333,-27.6666666666667,-14.3333333333333,-3.33333333333333,-4.66666666666667,0,-41,-18.3333333333333,-9,-20.3333333333333
"614","Lazio","Huesca","Serie A","La Liga","Denis Vavro",17.5,18,0,0,23.5,20,0,18,25,12,0,0,5,18.5,31.5,11,53
"615","M'Gladbach","Juventus","Bundesliga","Serie A","Denis Zakaria",-37,-48.2,0,0,-34,-33.6,-10.8,-0.200000000000003,-26.8,-35.2,0,-5.59999999999999,0,-52,-40.6,-22.8,-38.2
"616","Juventus","Chelsea","Serie A","Premier League","Denis Zakaria",-6,-18,0,0,-16,-9,0,-18,-23,-7,0,0,0,-4,-12,-16,-5
"617","Paderborn 07","Hertha BSC","Bundesliga","Bundesliga","Dennis Jastrzembski",-3,18,0,0,8.5,0,0,-11.5,-2,3,0,0,0,-1.5,10.5,-4,43.5
"618","Sampdoria","Leicester City","Serie A","Premier League","Dennis Praet",-54.5,-43.3333333333333,0,0,-26.8333333333333,-48,3,-26.6666666666667,-39.1666666666667,-44.6666666666667,-5,4.66666666666667,0,-49.3333333333333,-45.1666666666667,-29.8333333333333,-32.3333333333333
"619","Leicester City","Torino","Premier League","Serie A","Dennis Praet",22,27.3333333333333,0,0,18.3333333333333,26,21,16.6666666666667,-18.3333333333333,-2.33333333333334,0,-4.66666666666667,0,10.3333333333333,19.6666666666667,16.3333333333333,8.33333333333333
"620","Norwich City","Paderborn 07","Premier League","Bundesliga","Dennis Srbeny",41,32,0,0,46,66,40,28,19,3,0,0,0,17,54,54,19
"621","Getafe","Alavés","La Liga","La Liga","Deyverson",23,22,0,0,20,68,30,14,38,20,0,0,0,27,32,48,-7
"622","West Ham","Rennes","Premier League","Ligue 1","Diafra Sakho",4.5,-23,0,0,7.5,-4.5,-3.5,-3.5,-1,2,-10,0,0,2.5,-11,-15,23
"623","Guingamp","Dijon","Ligue 1","Ligue 1","Didier Ibrahim Ndong",51,21.5,0,0,31.5,12.5,25.5,21.5,30,37,0,0,0,46,11.5,6.5,11
"624","Nantes","Sevilla","Ligue 1","La Liga","Diego Carlos",6,-4.33333333333333,1.83333333333333,1,0.833333333333329,-10.8333333333333,-12,-5.83333333333334,-5.5,-20.8333333333333,0,9,3.33333333333333,2.83333333333333,-1,0.666666666666671,2
"625","Sevilla","Aston Villa","La Liga","Premier League","Diego Carlos",-80,-66.6666666666667,-7.33333333333333,-4,-74.3333333333333,-53.6666666666667,-15,-10.6666666666667,-63,-60.6666666666667,0,-16,-3.33333333333333,-73.3333333333333,-62,-67.6666666666667,6
"626","Atlético Madrid","Wolves","La Liga","Premier League","Diego Costa",10.5,10.25,5.5,-1.5,22,-8,3,10.5,-0.75,-11.75,-5,0,-1.25,5.25,5.25,14.25,-7.25
"627","RB Leipzig","Napoli","Bundesliga","Serie A","Diego Demme",-31.8333333333333,-4.16666666666667,0,0,-17.75,-34.25,4.5,-29.0833333333333,-37.25,-38,-3.33333333333333,0,0,-38.25,-28.8333333333333,-36.8333333333333,8.41666666666667
"628","Fiorentina","Sassuolo","Serie A","Serie A","Diego Falcinelli",28,32,0,0,29,32,29,6,6,14,0,0,0,15,30,17,27
"629","Sassuolo","Bologna","Serie A","Serie A","Diego Falcinelli",-32.5,-32,0,0,-44,-47.5,-47,-18,-6,-3,0,0,0,-11,-37,-41,-5.5
"630","Empoli","Cagliari","Serie A","Serie A","Diego Farias",-15.6666666666667,14.6666666666667,0,0,-6.33333333333334,-16.6666666666667,-1.33333333333333,-7,14.3333333333333,11.3333333333333,-12,0,0,3.66666666666667,3.66666666666667,-20.6666666666667,24
"631","Cagliari","Lecce","Serie A","Serie A","Diego Farias",3.66666666666666,11.3333333333333,11,0,16.3333333333333,16.6666666666667,-13.6666666666667,14,8.66666666666667,-5.33333333333334,10,0,0,5.33333333333333,-8.66666666666667,-2.33333333333333,-17
"632","Lecce","Spezia","Serie A","Serie A","Diego Farias",21,17,-11,0,2,-3,9,-2,23,-3,-10,0,0,13,22,-5,71
"633","Atlético Madrid","Inter","La Liga","Serie A","Diego Godín",-23.5,-5,0,0,-9.5,-18.5,13,36,-2,-2.5,0,-7,-2.5,-14.5,-1.5,-3.5,0.5
"634","Inter","Cagliari","Serie A","Serie A","Diego Godín",-1,-17,0,0,-14.5,-6.5,-19.5,-29.5,-15.5,-21,0,7,0,-0.5,-13.5,-14,-4
"635","Málaga","Elche","La Liga","La Liga","Diego González",-3.33333333333334,-8,3.66666666666667,0,-12.3333333333333,2.33333333333333,-18,-27.6666666666667,-8,-22,0,-4.66666666666667,1.66666666666667,10,-8.66666666666667,-15.6666666666667,6
"636","Genoa","Milan","Serie A","Serie A","Diego Laxalt",-70,-7,0,0,-53.5,-65.5,0,-33,-47.5,-52.5,0,0,0,-66,-36,-28,-24
"637","Milan","Torino","Serie A","Serie A","Diego Laxalt",7,19,0,0,5.5,18.5,0,0,11.5,7.5,0,0,0,13,17,-8,52
"638","Real Sociedad","Leeds United","La Liga","Premier League","Diego Llorente",-5.33333333333334,-15.9166666666667,-5.5,-3,-8.33333333333334,-6.33333333333334,-12.75,1.5,5.08333333333333,18.1666666666667,-2.5,-8.5,-1.25,8.08333333333333,0.583333333333329,-4.83333333333334,-9.75
"639","Leeds United","Roma","Premier League","Serie A","Diego Llorente",-26.6666666666667,-35.3333333333333,0,0,-15.6666666666667,-20.6666666666667,0,-11,-22.3333333333333,-43.6666666666667,0,0,0,-40.3333333333333,-28.3333333333333,-40.6666666666667,23
"640","Roma","Salernitana","Serie A","Serie A","Diego Perotti",-24.6666666666667,-11.3333333333333,-3.66666666666667,0,-8,-26.3333333333333,-18.3333333333333,-16.6666666666667,-14,-26.3333333333333,-3.33333333333333,0,0,-25.6666666666667,-0.666666666666668,-9,5.66666666666667
"641","Leganés","Bournemouth","La Liga","Premier League","Diego Rico",-22.5,-32,-11,-6,-40,-32,-23.5,-7,-19.5,-24.5,0,-11,0,-27,-16,-6.5,-16.5
"642","Bournemouth","Real Sociedad","Premier League","La Liga","Diego Rico",5,7,0,0,16,10.5,14,-4,-3.5,1.5,0,0,0,3.5,7.5,-4.5,15.5
"643","Málaga","Alavés","La Liga","La Liga","Diego Rolán",-51,18,0,0,-49,-51,-52,-28,-36,-50,-10,0,0,-53,-8,-55,53
"644","Alavés","Leganés","La Liga","La Liga","Diego Rolán",-4,-18,0,0,-6,-3,0,0,11,0,0,0,0,8,-27,-10,-49
"645","Strasbourg","Getafe","Ligue 1","La Liga","Dimitri Foulquier",16,38,0,0,33,39,9,0,10,0,0,0,0,12,40,60,-13
"646","Getafe","Watford","La Liga","Premier League","Dimitri Foulquier",-60,-70,0,0,-89,-69,-27,-45,-44,-45,0,0,0,-63,-64,-76,-13
"647","Watford","Granada","Premier League","La Liga","Dimitri Foulquier",43.6666666666667,41.3333333333333,0,0,45.3333333333333,46.6666666666667,11,40.6666666666667,28,35,0,4.66666666666667,1.66666666666667,41.6666666666667,39,35,23
"648","Granada","Valencia","La Liga","La Liga","Dimitri Foulquier",22.8333333333333,23.6666666666667,0,0,31.6666666666667,19.3333333333333,7,22.8333333333333,17,22,5,2.33333333333333,-1.66666666666667,32.3333333333333,17.5,7.5,20.5
"649","Empoli","Spezia","Serie A","Serie A","Dimitris Nikolaou",75,71,5.5,0,60.5,61,0,31,61.5,58.5,0,-7,2.5,76.5,61,61,15
"650","Leganés","Huesca","La Liga","La Liga","Dimitris Siovas",17.3333333333333,-7.33333333333333,-3.66666666666667,-2,14.3333333333333,-6,-11,2,1.33333333333333,-10,0,-4.66666666666667,0,1.66666666666667,3.66666666666667,14.3333333333333,-3.33333333333333
"651","Manchester Utd","Milan","Premier League","Serie A","Diogo Dalot",-2.75,20,0,0,27.75,8.25,15.75,5,14.75,0.5,0,-3.5,0,-3.75,3.75,-1.75,-0.75
"652","Wolves","Liverpool","Premier League","Premier League","Diogo Jota",-22.6666666666667,-29,0,0,-17,-24.5,-7.16666666666667,-17.1666666666667,-17.3333333333333,-7.66666666666666,7.33333333333333,0,0,-24.5,-7.16666666666667,-10.8333333333333,2.33333333333333
"653","Wolfsburg","Liverpool","Bundesliga","Premier League","Divock Origi",-54.6,-28.4,0,0,-64.6,-65.2,-44.4,-22.2,-11.2,-12.4,2,0,0,-27.2,-58.8,-59.8,-18.4
"654","Liverpool","Milan","Premier League","Serie A","Divock Origi",26.6,14.4,0,0,28.6,38.2,35.4,19.2,-7.8,12.4,-2,0,0,19.2,29.8,43.8,-0.600000000000001
"655","Rennes","Tottenham","Ligue 1","Premier League","Djed Spence",-27,0,0,0,-24,-36,0,-22,-23,-26,0,0,0,-31,-14,-7,8
"656","Everton","Monaco","Premier League","Ligue 1","Djibril Sidibé",-1.5,12.25,0,0,7.75,4.25,-11,-4,-7,-13,0,15.5,0,-8.75,-2.5,-23.5,28.25
"657","Düsseldorf","Hertha BSC","Bundesliga","Bundesliga","Dodi Lukebakio",-11.5,-26.5,2.75,1.5,-11,-22,-8,-12,-2,-17.25,-7.5,-10.5,0,-10.25,-16.5,-8,-15.75
"658","Hertha BSC","Wolfsburg","Bundesliga","Bundesliga","Dodi Lukebakio",-21.5,-7.5,-2.75,-1.5,-16,-19,6,-3,10,-18.75,-2.5,-3.5,0,-11.75,-3.5,-10,7.75
"659","Lille","Salernitana","Ligue 1","Serie A","Domagoj Bradarić",36.3333333333333,26.3333333333333,0,0,15.3333333333333,19.3333333333333,31,7,4.33333333333333,14.6666666666667,0,-4.66666666666667,0,37.6666666666667,8.33333333333334,7.33333333333334,3
"660","Venezia","Salernitana","Serie A","Serie A","Domen Črnigoj",-50,-26,0,0,-45,-33,-18,-55,-26,-31,0,-14,0,-47,-41,-57,9
"661","Bologna","Empoli","Serie A","Serie A","Domenico Maietta",39,43,0,0,39,4,18,23,32,32,0,17,0,44,49,38,-6
"662","Granada","Getafe","La Liga","La Liga","Domingos Duarte",8.33333333333333,9,3.66666666666667,6,7,4,14.6666666666667,-7,9.66666666666667,1,0,0.333333333333329,5,6,-2,-4.33333333333333,1.33333333333333
"663","Watford","Granada","Premier League","La Liga","Domingos Quina",8.5,18,0,0,4,22.5,18,6.5,4.5,8,0,0,0,4.5,15,-5,62.5
"664","Granada","Elche","La Liga","La Liga","Domingos Quina",-2,26,11,6,0,2,-18,15,5,-12,0,0,0,5,-21,-7,-65
"665","Liverpool","Bournemouth","Premier League","Premier League","Dominic Solanke",29.6666666666667,16.6666666666667,0,0,6,47.3333333333333,16.3333333333333,7,12,4,0,0,0,25,14,4.33333333333333,3.66666666666667
"666","Köln","Schalke 04","Bundesliga","Bundesliga","Dominick Drexler",-1,4.5,11,0,5.5,-6.5,-15.5,2.5,-22,-14.5,0,-7,0,-5,16.5,11.5,10.5
"667","Leverkusen","Eint Frankfurt","Bundesliga","Bundesliga","Dominik Kohr",-15,-24.5,0,-3,-19,-14.5,0,17,-6,-18,0,0,0,-18,-7,-17,24.5
"668","Eint Frankfurt","Mainz 05","Bundesliga","Bundesliga","Dominik Kohr",27.5,25.5,-1.5,2,25.8333333333333,25.5,-3,-12.5,17.8333333333333,17.6666666666667,0,4.66666666666667,0,40.1666666666667,22.6666666666667,14.3333333333333,7
"669","Köln","Freiburg","Bundesliga","Bundesliga","Dominique Heintz",-32.25,-9.75,0,0,-24.75,-28.25,6.75,-22,-23.25,-38.75,0,8,0,-25.75,-24,-29.75,4
"670","Freiburg","Union Berlin","Bundesliga","Bundesliga","Dominique Heintz",-34.75,-34.25,0,0,-19.25,-18.75,11.25,-20,-28.75,-22.25,0,-8,0,-31.25,-27,-16.25,-35
"671","Union Berlin","Bochum","Bundesliga","Bundesliga","Dominique Heintz",11,18,0,0,13,9,-18,25,12,13,0,0,0,19,25,0,47
"672","Everton","Manchester Utd","Premier League","Premier League","Donny van de Beek",-10.3333333333333,-12,0,0,-9,10.3333333333333,6,-28,-12,-10.3333333333333,3.33333333333333,0,0,-16.3333333333333,-19,-4.33333333333333,-39.3333333333333
"673","Juventus","Bayern Munich","Serie A","Bundesliga","Douglas Costa",-14.25,-17,-2.75,0,-8.5,-22,13.5,-1,-6.25,-16,-2.5,0,0,-13.25,-1.75,-5.75,0.5
"674","Girona","Aston Villa","La Liga","Premier League","Douglas Luiz",52.5,13.75,5.5,1.5,23.5,29.75,6.75,24.5,35.75,25.25,0,0.75,0,41.25,28.5,32.5,5.75
"675","Marseille","Southampton","Ligue 1","Premier League","Duje Ćaleta-Car",-18.2,-12.4,-4.59999999999999,0,-12.2,-23.8,-3.6,2.8,-3.8,0,-2,-2.8,0,-10.8,-10.8,-6.6,-17
"676","Cagliari","Valladolid","Serie A","La Liga","Duje Čop",22,32,0,0,16,17,33,28,19,14,0,0,0,15,42,57,5
"677","Sampdoria","Atalanta","Serie A","Serie A","Duván Zapata",-1.59999999999999,10.2,0,0,4.2,-4.59999999999999,16.2,-4.2,-4.4,-11.4,-6,0,0,-5.6,-6.40000000000001,-7.8,7.4
"678","Fiorentina","Juventus","Serie A","Serie A","Dušan Vlahović",-1,-1,-2.75,0,-13.75,-3,13.25,-6.75,-6.25,5.25,2,0,0,-2.5,1.25,-1.5,3.25
"679","Burnley","Everton","Premier League","Premier League","Dwight McNeil",-3.75,28.75,0,0,10.5,-8.25,2.25,0.25,5.75,8.5,10,0,0,1,-8.75,-10.75,-0.75
"680","Metz","Salernitana","Ligue 1","Serie A","Dylan Bronn",-11,18,7.33333333333333,-2,14.3333333333333,3,-11,9.66666666666666,-5,-1.66666666666667,0,8.33333333333333,0,-0.666666666666671,9,-3.33333333333333,16.3333333333333
"681","Brest","Auxerre","Ligue 1","Ligue 1","Dénys Bain",-21.5,-22,-5.5,0,-10,-11,0,0,-30,-16.5,0,0,0,-25.5,-31,-24,7
"682","Atalanta","Hellas Verona","Serie A","Serie A","Ebrima Colley",26,0,0,0,27,38,44,39,21,14,0,0,0,20,5,68,-52
"683","Hellas Verona","Spezia","Serie A","Serie A","Ebrima Colley",-12,0,0,0,-8,-14,-17,7,-10,-14,0,0,0,-14,0,-56,12
"684","Genoa","Hellas Verona","Serie A","Serie A","Eddie Salcedo",28,22,0,0,41,50,33,49,18.5,8.5,5,0,0,26.5,70,72.5,31
"685","Hellas Verona","Spezia","Serie A","Serie A","Eddie Salcedo",-9,-4,0,0,-20,-23,-6,-9,-18.5,-2.5,-5,0,0,-9.5,-28,-48.5,25
"686","Chelsea","Real Madrid","Premier League","La Liga","Eden Hazard",-59,-21,0,0,-16.75,-27.5,-25.25,-46,-15,-15.25,-6.75,0,0,-43.25,-32.5,-43,16.5
"687","Lille","Nantes","Ligue 1","Ligue 1","Edgar Ié",-22.5,-10,0,0,-5.5,7,4.5,-1.5,-24.5,-5,0,0,0,-16.5,-21,-17.5,-29.5
"688","West Ham","Fiorentina","Premier League","Serie A","Edimilson Fernandes",34,56,11,6,63,15,0,14,14,32,0,17,0,44,20,29,-1
"689","Fiorentina","Mainz 05","Serie A","Bundesliga","Edimilson Fernandes",-11.6666666666667,-26.6666666666667,-7.33333333333333,-4,-32,-24.3333333333333,6,11.6666666666667,9.66666666666667,-17.3333333333333,0,-17,0,-13,-8.33333333333334,-27.3333333333333,27.3333333333333
"690","Mainz 05","Arminia","Bundesliga","Bundesliga","Edimilson Fernandes",-41.3333333333333,-47.3333333333333,-3.66666666666667,-2,-37,-25.6666666666667,-6,-13.6666666666667,-61.6666666666667,-50.6666666666667,0,0,0,-49,-27.6666666666667,-32.6666666666667,21.6666666666667
"691","Roma","Inter","Serie A","Serie A","Edin Džeko",-12.25,-18.5,0,0,-9,-5.75,-6.5,6.75,6,-12.25,-4.75,0,0,6,-8.5,-3.5,-21
"692","Paris S-G","Manchester Utd","Ligue 1","Premier League","Edinson Cavani",-15.1666666666667,-4.33333333333334,0,0,2.33333333333334,-7.5,-2.33333333333333,-8.5,0.5,-5.5,-8.33333333333333,0,0,-1.66666666666666,10.1666666666667,17.3333333333333,-7
"693","Manchester Utd","Valencia","Premier League","La Liga","Edinson Cavani",11.5,39,0,0,11,-1.5,9,0.5,-7.5,0.5,0,0,0,4,23.5,19,15
"694","Sassuolo","Frosinone","Serie A","Serie A","Edoardo Goldaniga",41,5,-12,-6,47,39,19,42,28,40,0,0,0,34,30,28,21
"695","Frosinone","Genoa","Serie A","Serie A","Edoardo Goldaniga",-36.5,-3,0,0,-29,-14.5,-28,-1,-19,-36,0,0,0,-23.5,-26,-14,-32.5
"696","Genoa","Cagliari","Serie A","Serie A","Edoardo Goldaniga",-11.5,-19,0,0,2,-19.5,9,-8,-5,-14,0,0,0,-0.5,6,-12,26.5
"697","Reims","Rennes","Ligue 1","Ligue 1","Edouard Mendy",-25,-26,0,0,-4,-28,0,0,-14,0,0,0,0,2,-4,0,0
"698","Rennes","Chelsea","Ligue 1","Premier League","Edouard Mendy",-0.666666666666671,13.3333333333333,0,0,-2,-8.66666666666667,0,0,2.66666666666667,0,0,9.33333333333333,0,-8.33333333333334,-20.3333333333333,6,-7
"699","La Coruña","Eibar","La Liga","La Liga","Edu Expósito",72,31,0,0,62,59,0,60,52.5,74.5,0,0,0,82.5,76,73.5,38.5
"700","Eibar","Espanyol","La Liga","La Liga","Edu Expósito",-37,-5,11,0,-30,8,0,3,-22.5,-14.5,0,0,0,-41.5,-27,-46.5,24.5
"701","Nürnberg","Augsburg","Bundesliga","Bundesliga","Eduard Löwen",-29,-44,0,0,-17,-25,27,6,-9,-32,0,0,0,-39,-5,-12,5
"702","Augsburg","Hertha BSC","Bundesliga","Bundesliga","Eduard Löwen",-12,0,0,0,-19,-35,-27,-37,6,-7,0,0,0,-14,-27,-39,24
"703","Hertha BSC","Bochum","Bundesliga","Bundesliga","Eduard Löwen",35,0,0,0,38,30,18,63,6,39,0,14,0,42,32,49,-27
"704","Rennes","Real Madrid","Ligue 1","La Liga","Eduardo Camavinga",12.75,34.5,0,0,27,21.25,25.5,15.75,12,24.25,0,0,0,18.25,24.5,-0.25,18.5
"705","Metz","Strasbourg","Ligue 1","Ligue 1","Eiji Kawashima",-44.5,9,-11,0,-3,-13,0,0,-19,-6,0,7,0,-21,12,-10.5,82.5
"706","Reims","Almería","Ligue 1","La Liga","El Bilal Touré",15,-29.5,0,0,21.5,-8,19.25,11.5,-8.5,-5.75,-2.5,0,0,18.75,18.25,18.5,10.25
"707","Genoa","Roma","Serie A","Serie A","Eldor Shomurodov",-40.5,-2,0,0,-56.5,-44,-16,-24.5,-18,-39,0,0,0,-32.5,-44,-49.5,17
"708","Roma","Spezia","Serie A","Serie A","Eldor Shomurodov",13.5,2,0,0,0.5,11,-5,-0.5,8,13,0,0,0,13.5,22,31.5,-17
"709","Everton","Manchester City","Premier League","Premier League","Eliaquim Mangala",15,0,0,0,4,0,0,0,6,10,0,0,0,18,32,14,41
"710","Manchester City","Valencia","Premier League","La Liga","Eliaquim Mangala",0,31,5.5,3,19.5,8.5,22.5,0,16.5,-6,0,7,0,-6,11.5,-1,17
"711","Valencia","Saint-Étienne","La Liga","Ligue 1","Eliaquim Mangala",22,43,-5.5,-3,24.5,32.5,-22.5,0,23.5,35,0,7,0,26,19.5,24,-2
"712","Roma","Spezia","Serie A","Serie A","Elio Capradossi",1,0,0,0,0,0,0,0,-6,6,0,0,0,-4,-14,-3,-46
"713","Montpellier","Köln","Ligue 1","Bundesliga","Ellyes Skhiri",-12,-11.5,0,0,-8.75,-23,32.5,-1.5,-2.25,-2.75,0,0,0,-2.5,2,-5,8.75
"714","Napoli","Lazio","Serie A","Serie A","Elseid Hysaj",-2.75,0.5,-2.75,0,-3.5,-6.75,15.75,-9,-8.75,8,0,6.25,0,-5.75,0.5,5,-6
"715","Wolfsburg","Köln","Bundesliga","Bundesliga","Elvis Rexhbeçaj",19.5,22,0,0,18.5,21.5,9,30.5,11.5,27,0,0,0,26.5,7,15.5,-3.5
"716","Köln","Bochum","Bundesliga","Bundesliga","Elvis Rexhbeçaj",37.5,12,0,0,35.5,23.5,18,7,25.5,0.5,0,14,0,34,25,19,13.5
"717","Bochum","Augsburg","Bundesliga","Bundesliga","Elvis Rexhbeçaj",0,5,0,0,-10,-3,-27,-16,-14,14,0,-14,5,-5,7,-6,23
"718","Chievo","Bologna","Serie A","Serie A","Emanuel Vignato",0.666666666666668,34.6666666666667,0,0,14,-1,9,-11,-15.6666666666667,8.66666666666666,0,0,0,2.33333333333334,2,-0.333333333333332,28
"719","Bologna","Empoli","Serie A","Serie A","Emanuel Vignato",-25.6666666666667,-34.6666666666667,0,0,-18,-22,-9,-27,-24.3333333333333,-28.6666666666667,0,0,0,-31.3333333333333,-7,-16.6666666666667,38
"720","Betis","Barcelona","La Liga","La Liga","Emerson",-60.6666666666667,-56,-3.66666666666667,0,-52.3333333333333,-61.3333333333333,-17,-46.3333333333333,-49,-51.3333333333333,-3.33333333333333,-4.66666666666667,-1.66666666666667,-58.3333333333333,-63.3333333333333,-47.3333333333333,-67.3333333333333
"721","Barcelona","Tottenham","La Liga","Premier League","Emerson",63.5,46.5,5.5,0,51.5,66,13.5,54,44,66.5,0,0,0,74,70.5,65,45
"722","Chelsea","Lyon","Premier League","Ligue 1","Emerson Palmieri",53.5,33,11,0,26.75,40,11.25,26,40,40.75,0,14,0,49.75,51,49.5,0.5
"723","Lyon","West Ham","Ligue 1","Premier League","Emerson Palmieri",-27,-12,-11,0,-7,-15,-18,-6,-18,-21,0,-14,0,-24,-23,-38,11
"724","Norwich City","Aston Villa","Premier League","Premier League","Emi Buendía",-8,-57,-11,0,-13,-3,-1.5,-27,-15,-20.5,0,7,0,-15.5,-8.5,-4,-6
"725","Udinese","Frosinone","Serie A","Serie A","Emil Hallfreðsson",-13,-29,0,0,-24,-28,0,-25,-44,-23,0,14,-5,-30,-37,-8,-71
"726","Bologna","Amiens","Serie A","Ligue 1","Emil Krafth",55,0,0,0,60,38,0,33,11,26,0,0,0,40,32,24,28
"727","Amiens","Newcastle Utd","Ligue 1","Premier League","Emil Krafth",-44,6.33333333333334,0,0,-46.3333333333333,-43.3333333333333,6,-22.3333333333333,-13,-36,0,-14,0,-34,-26.3333333333333,-22,-18.6666666666667
"728","Getafe","Aston Villa","La Liga","Premier League","Emiliano Martínez",75.3333333333333,47.3333333333333,0,0,4,23,0,0,7.33333333333333,7.33333333333333,0,4.66666666666667,1.66666666666667,24,34,-1,38.6666666666667
"729","Atalanta","Sampdoria","Serie A","Serie A","Emiliano Rigoni",-3,14,0,0,-3,7,-22,-3,0,14,0,0,0,-6,7,2,12
"730","Sampdoria","Elche","Serie A","La Liga","Emiliano Rigoni",23,29,0,0,42,0,26,8,10,10,0,0,0,24,0,10,-11
"731","Sampdoria","SPAL","Serie A","Serie A","Emiliano Viviano",-26,-32,0,0,-6,5,0,0,-14,0,0,0,-5,-12,-5,-7,9
"732","Sampdoria","Torino","Serie A","Serie A","Emirhan İlkhan",-1,18,0,0,19,-11,0,-22,14,-10,0,0,0,2,0,-11,17
"733","Udinese","Hellas Verona","Serie A","Serie A","Emmanuel Agyemang-Badu",3,32,0,0,14,-4,18,-6,0,6,0,0,0,4,3,19,-39
"734","Köln","Watford","Bundesliga","Premier League","Emmanuel Dennis",62,74,11,6,47,60,5,24,50,50,10,0,0,51,49,48,8
"735","Watford","Nott'ham Forest","Premier League","Premier League","Emmanuel Dennis",-54,-30,-11,-6,-47,-9,-12,-23,-36,-38,-10,0,0,-42,-33,-46,15
